[20:13:22][no_game_date][dlc.cpp:222]: Invalid supported_version in  file: mod/ugc_3047188499.mod line: 7
[20:13:22][no_game_date][dlc.cpp:222]: Invalid supported_version in  file: mod/ugc_3375256356.mod line: 6
[20:13:22][no_game_date][persistent.cpp:66]: Error: "Unexpected token: thumbnail.png, near line: 8" in file: "mod/ugc_3585920882.mod" near line: 8
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: NXM, near line: 2158" in file: "events/WTT_Japan.txt" near line: 2160
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: NXM, near line: 2163" in file: "events/WTT_Japan.txt" near line: 2165
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: NXM, near line: 2168" in file: "events/WTT_Japan.txt" near line: 2170
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: GSM, near line: 2172" in file: "events/WTT_Japan.txt" near line: 2174
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: GSM, near line: 2177" in file: "events/WTT_Japan.txt" near line: 2179
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: GSM, near line: 2182" in file: "events/WTT_Japan.txt" near line: 2184
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: HBC, near line: 2186" in file: "events/WTT_Japan.txt" near line: 2188
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: HBC, near line: 2191" in file: "events/WTT_Japan.txt" near line: 2193
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: HBC, near line: 2196" in file: "events/WTT_Japan.txt" near line: 2198
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: KUM, near line: 2200" in file: "events/WTT_Japan.txt" near line: 2202
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: KUM, near line: 2205" in file: "events/WTT_Japan.txt" near line: 2207
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: KUM, near line: 2210" in file: "events/WTT_Japan.txt" near line: 2212
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'BRM' in events/WTT_Japan.txt line : 2646
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'BRM' in events/WTT_Japan.txt line : 2647
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: BRM, near line: 2646
Unknown trigger-type: BRM, near line: 2647" in file: "events/WTT_Japan.txt" near line: 2648
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'TRA' in events/WUW_Austria.txt line : 4552
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: TRA, near line: 4552" in file: "events/WUW_Austria.txt" near line: 4553
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'TRA' in events/WUW_Austria.txt line : 4584
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: TRA, near line: 4584" in file: "events/WUW_Austria.txt" near line: 4584
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'TRA' in events/WUW_Austria.txt line : 4585
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: TRA, near line: 4585" in file: "events/WUW_Austria.txt" near line: 4586
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RWA' in events/WUW_Congo.txt line : 746
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RWA, near line: 746" in file: "events/WUW_Congo.txt" near line: 781
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'BRD' in events/WUW_Congo.txt line : 862
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: BRD, near line: 862" in file: "events/WUW_Congo.txt" near line: 897
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'BRD' in events/WUW_Congo.txt line : 2550
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: BRD, near line: 2550" in file: "events/WUW_Congo.txt" near line: 2561
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: BRD, near line: 2563" in file: "events/WUW_Congo.txt" near line: 2565
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'RWA' in events/WUW_Congo.txt line : 2675
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: RWA, near line: 2675" in file: "events/WUW_Congo.txt" near line: 2686
[20:13:42][no_game_date][effect.cpp:356]: Error: "Malformed token: RWA, near line: 2688" in file: "events/WUW_Congo.txt" near line: 2690
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'KAT' in events/WUW_Congo.txt line : 4431
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: KAT, near line: 4431" in file: "events/WUW_Congo.txt" near line: 4474
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'KAT' in events/WUW_Congo.txt line : 5059
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: KAT, near line: 5059" in file: "events/WUW_Congo.txt" near line: 5102
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKB' in events/WUW_Germany.txt line : 8861
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RKB, near line: 8861" in file: "events/WUW_Germany.txt" near line: 8863
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKB' in events/WUW_Germany.txt line : 8874
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKB, near line: 8874" in file: "events/WUW_Germany.txt" near line: 8880
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKB' in events/WUW_Germany.txt line : 8883
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKB, near line: 8883" in file: "events/WUW_Germany.txt" near line: 8888
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKB' in events/WUW_Germany.txt line : 8904
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RKB, near line: 8904" in file: "events/WUW_Germany.txt" near line: 8910
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKB' in events/WUW_Germany.txt line : 8912
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKB, near line: 8912" in file: "events/WUW_Germany.txt" near line: 8917
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKN' in events/WUW_Germany.txt line : 8985
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RKN, near line: 8985" in file: "events/WUW_Germany.txt" near line: 9030
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKN' in events/WUW_Germany.txt line : 9041
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKN, near line: 9041" in file: "events/WUW_Germany.txt" near line: 9047
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKN' in events/WUW_Germany.txt line : 9050
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKN, near line: 9050" in file: "events/WUW_Germany.txt" near line: 9055
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKN' in events/WUW_Germany.txt line : 9071
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RKN, near line: 9071" in file: "events/WUW_Germany.txt" near line: 9077
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKN' in events/WUW_Germany.txt line : 9086
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKN, near line: 9086" in file: "events/WUW_Germany.txt" near line: 9092
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKN' in events/WUW_Germany.txt line : 9099
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKN, near line: 9099" in file: "events/WUW_Germany.txt" near line: 9105
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKN' in events/WUW_Germany.txt line : 9108
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKN, near line: 9108" in file: "events/WUW_Germany.txt" near line: 9113
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKG' in events/WUW_Germany.txt line : 9183
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RKG, near line: 9183" in file: "events/WUW_Germany.txt" near line: 9189
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKG' in events/WUW_Germany.txt line : 9200
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKG, near line: 9200" in file: "events/WUW_Germany.txt" near line: 9206
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKG' in events/WUW_Germany.txt line : 9209
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKG, near line: 9209" in file: "events/WUW_Germany.txt" near line: 9214
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKG' in events/WUW_Germany.txt line : 9233
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RKG, near line: 9233" in file: "events/WUW_Germany.txt" near line: 9239
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKG' in events/WUW_Germany.txt line : 9241
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKG, near line: 9241" in file: "events/WUW_Germany.txt" near line: 9246
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKU' in events/WUW_Germany.txt line : 9283
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RKU, near line: 9283" in file: "events/WUW_Germany.txt" near line: 9285
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKU' in events/WUW_Germany.txt line : 9294
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKU, near line: 9294" in file: "events/WUW_Germany.txt" near line: 9300
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKU' in events/WUW_Germany.txt line : 9303
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKU, near line: 9303" in file: "events/WUW_Germany.txt" near line: 9308
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKU' in events/WUW_Germany.txt line : 9322
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RKU, near line: 9322" in file: "events/WUW_Germany.txt" near line: 9335
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKU' in events/WUW_Germany.txt line : 9337
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKU, near line: 9337" in file: "events/WUW_Germany.txt" near line: 9342
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKO' in events/WUW_Germany.txt line : 9387
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RKO, near line: 9387" in file: "events/WUW_Germany.txt" near line: 9389
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKO' in events/WUW_Germany.txt line : 9400
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKO, near line: 9400" in file: "events/WUW_Germany.txt" near line: 9406
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKO' in events/WUW_Germany.txt line : 9409
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKO, near line: 9409" in file: "events/WUW_Germany.txt" near line: 9414
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKO' in events/WUW_Germany.txt line : 9430
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RKO, near line: 9430" in file: "events/WUW_Germany.txt" near line: 9443
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKO' in events/WUW_Germany.txt line : 9445
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKO, near line: 9445" in file: "events/WUW_Germany.txt" near line: 9450
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKK' in events/WUW_Germany.txt line : 9487
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RKK, near line: 9487" in file: "events/WUW_Germany.txt" near line: 9489
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKK' in events/WUW_Germany.txt line : 9498
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKK, near line: 9498" in file: "events/WUW_Germany.txt" near line: 9504
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKK' in events/WUW_Germany.txt line : 9507
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKK, near line: 9507" in file: "events/WUW_Germany.txt" near line: 9512
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKK' in events/WUW_Germany.txt line : 9526
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RKK, near line: 9526" in file: "events/WUW_Germany.txt" near line: 9539
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKK' in events/WUW_Germany.txt line : 9541
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKK, near line: 9541" in file: "events/WUW_Germany.txt" near line: 9546
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKT' in events/WUW_Germany.txt line : 9608
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown effect-type: RKT, near line: 9608" in file: "events/WUW_Germany.txt" near line: 9627
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKT' in events/WUW_Germany.txt line : 9630
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKT, near line: 9630" in file: "events/WUW_Germany.txt" near line: 9636
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKT' in events/WUW_Germany.txt line : 9646
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKT, near line: 9646" in file: "events/WUW_Germany.txt" near line: 9660
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKT' in events/WUW_Germany.txt line : 9662
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKT, near line: 9662" in file: "events/WUW_Germany.txt" near line: 9667
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKT' in events/WUW_Germany.txt line : 9678
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RKT, near line: 9678" in file: "events/WUW_Germany.txt" near line: 9680
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKT' in events/WUW_Germany.txt line : 9691
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKT, near line: 9691" in file: "events/WUW_Germany.txt" near line: 9697
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKT' in events/WUW_Germany.txt line : 9706
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKT, near line: 9706" in file: "events/WUW_Germany.txt" near line: 9712
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKT' in events/WUW_Germany.txt line : 9715
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKT, near line: 9715" in file: "events/WUW_Germany.txt" near line: 9720
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKM' in events/WUW_Germany.txt line : 9759
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RKM, near line: 9759" in file: "events/WUW_Germany.txt" near line: 9761
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKM' in events/WUW_Germany.txt line : 9772
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKM, near line: 9772" in file: "events/WUW_Germany.txt" near line: 9778
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKM' in events/WUW_Germany.txt line : 9781
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKM, near line: 9781" in file: "events/WUW_Germany.txt" near line: 9786
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKM' in events/WUW_Germany.txt line : 9802
[20:13:42][no_game_date][persistent.cpp:66]: Error: "Unknown effect-type: RKM, near line: 9802" in file: "events/WUW_Germany.txt" near line: 9815
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKM' in events/WUW_Germany.txt line : 9817
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKM, near line: 9817" in file: "events/WUW_Germany.txt" near line: 9822
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'RKM' in events/WUW_Germany.txt line : 9855
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: RKM, near line: 9855" in file: "events/WUW_Germany.txt" near line: 9858
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'RKT' in events/WUW_Germany.txt line : 9873
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: RKT, near line: 9873" in file: "events/WUW_Germany.txt" near line: 9876
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKL' in events/WUW_Germany.txt line : 9986
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKL, near line: 9986" in file: "events/WUW_Germany.txt" near line: 10000
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKL' in events/WUW_Germany.txt line : 10018
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKL, near line: 10018" in file: "events/WUW_Germany.txt" near line: 10032
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKL' in events/WUW_Germany.txt line : 10034
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKL, near line: 10034" in file: "events/WUW_Germany.txt" near line: 10048
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'RKM' in events/WUW_Germany.txt line : 10055
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: RKM, near line: 10055" in file: "events/WUW_Germany.txt" near line: 10058
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKM' in events/WUW_Germany.txt line : 10097
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown effect-type: RKM, near line: 10097" in file: "events/WUW_Germany.txt" near line: 10118
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKL' in events/WUW_Germany.txt line : 10122
[20:13:42][no_game_date][effect.cpp:356]: Error: "Unknown effect-type: RKL, near line: 10122" in file: "events/WUW_Germany.txt" near line: 10128
[20:13:42][no_game_date][trigger.cpp:700]: Invalid trigger 'RKT' in events/WUW_Germany.txt line : 10136
[20:13:42][no_game_date][trigger.cpp:568]: Error: "Unknown trigger-type: RKT, near line: 10136" in file: "events/WUW_Germany.txt" near line: 10139
[20:13:42][no_game_date][effect.cpp:443]: Invalid effect 'RKT' in events/WUW_Germany.txt line : 10178
